FID,County,School Name,Address,City,zip,Type,Grades,Format,GlobalID,x,y
659,Prince George's,Hyattsville Middle School,6001 42nd Avenue,Hyattsville,20781,Public Middle,6-8,Public,e550cd23-e851-44e7-beed-becf7a0ebc2c,1327960.8257215,471091.792320415
660,Howard,Ilchester Elementary School,4981 Ilchester Road,Ellicott City,21043,Public Elementary,PreK-5,Public,b5581b52-6575-4b7f-9ffa-212ee6686d53,1376378.81812418,569836.075802594
661,Prince George's,Imagine Foundations at Morningside Public Charter School,6900 Ames Street,Suitland,20746,Public Elementary/Middle,K-7,Public,43f0fb2c-b26a-44e6-a2d4-5819d8df712e,1344770.16054109,423340.112889588
662,Charles,Indian Head Elementary School,4200 Indian Head Highway,Indian Head,20640,Public Elementary,PreK-5,Public,ddeddc4f-f508-492d-815f-8db00c407a62,1264649.17806683,340112.635972172
663,Prince George's,Indian Queen Elementary School,9551 Fort Foote Road,Fort Washington,20744,Public Elementary,PreK-6,Public,8dde2fba-a497-4c5c-8205-67e3ca159411,1307878.32487608,397514.273137167
664,Prince George's,Isaac J. Gourdine Middle School,8700 Allentown Road,Fort Washington,20744,Public Middle,6-8,Public,0311e72f-75ec-4eff-8e5e-7c535cf1bd49,1326113.16078167,401714.611521259
665,Anne Arundel,Mary Moss at J. Albert Adams Academy,245 Clay Street,Annapolis,21401,Public Alternate,6-9,Public,ef913809-8201-4e55-bb4a-b679912179a6,1454304.12355934,479464.222097844
666,Prince George's,J. Frank Dent Elementary School,2700 Corning Avenue,Fort Washington,20744,Public Elementary,PreK-6,Public,eb4081b6-860e-440f-a0b7-1153165f81db,1323488.72213292,416329.55276376
667,Charles,J.C. Parks Elementary School,3505 Livingston Road,Indian Head,20640,Public Elementary,PreK-5,Public,954466e2-5a19-4e48-a8ab-113c1839cc87,1290910.33814284,345282.10726051
668,Wicomico,J.M. Bennett High School,300 East College Avenue,Salisbury,21804,Public High,9-12,Public,44bcbb9f-909c-45b7-8ba5-d3fe7f3fd479,1716549.35103634,250822.238437846
669,Somerset,J.M. Tawes Technology & Career Center,7982 Tawes Campus Drive,Westover,21871,Public CareerTech,8-12,Public,9a95bd2b-6106-4afc-930e-ea80c1ac65cb,1680486.25780834,161395.381530762
670,Charles,J.P. Ryon Elementary School,12140 Vivian Adams Drive,Waldorf,20601,Public Elementary,PreK-5,Public,602b6496-ddeb-47a6-b659-a285865d2291,1343900.23183475,347993.868897334
671,Montgomery,Jackson Road Elementary School,900 Jackson Road,Silver Spring,20904,Public Elementary,PreK-5,Public,4fb11388-f4e8-404d-956b-d7e8994bf672,1314712.03430575,506153.640175596
672,Baltimore,Jacksonville Elementary School,3400 Hillendale Heights Road,Phoenix,21131,Public Elementary,K-5,Public,8e88ec9b-aa3d-45e5-8d5f-3496362d03d9,1436568.6951195,672489.483684346
673,Anne Arundel,Jacobsville Elementary School,3801 Mountain Road,Pasadena,21122,Public Elementary,K-5,Public,92b44173-313f-4319-94a2-9def720f8a09,1447219.94087733,530589.997142673
674,Prince George's,James E. Duckworth Regional School,11201 Evans Trail,Beltsville,20705,Public Special Education,K-12,Public,bc269081-bc02-4d70-b571-dd7cd6e30eed,1330085.85231134,501002.503824338
675,Prince George's,James H. Harrison Elementary School,13200 Larchdale Road,Laurel,20708,Public Elementary,PreK-6,Public,c4a43b9b-e58a-4d89-88d5-d1449471790f,1351393.29821342,511903.886221007
676,Prince George's,James Madison Middle School,7300 Woodyard Road,Upper Marlboro,20772,Public Middle,6-8,Public,2a03d3a2-15ec-48ce-a36d-2af7a92e1526,1357784.06856833,408705.512237594
677,Baltimore City,James McHenry Building # 010,31 South Schroeder Street,Baltimore,21223,Public PreK-8,PreK-8,Public,ab40a685-3e83-4d5f-bd50-d486125b49c4,1416047.41201517,590731.266951755
678,Prince George's,James McHenry Elementary School,8909 McHenry Lane,Lanham,20706,Public Elementary,PreK-5,Public,30665c47-6fc5-4c63-8288-062aaba8277a,1354606.29769292,470608.277539417
679,Baltimore City,James Mosher Elementary School # 144,2400 Mosher Street,Baltimore,21216,Public Elementary,PreK-5,Public,d1dc8b4d-332e-4ca5-a818-b675f4a9ea9b,1409754.77860309,594964.095756426
680,Prince George's,James Ryder Randall Elementary School,5410 Kirby Road,Clinton,20735,Public Elementary,PreK-5,Public,9ada3183-9ef9-408b-a02c-fe4fe4b6f5b6,1336879.74325109,406474.783759415
681,Harford,Jarrettsville Elementary School,3818 Norrisville Road,Jarrettsville,21084,Public Elementary,K-5,Public,2b9d0343-ff81-474f-885c-44a2bec49722,1457062.36344968,705420.587441429
682,Howard,Jeffers Hill Elementary School,6000 Tamar Drive,Columbia,21045,Public Elementary,K-5,Public,90384b96-4ffb-4c12-82aa-6c9a19a2a9ad,1361384.21458326,560852.537339255
683,Anne Arundel,Jessup Elementary School,2900 Elementary School Lane,Jessup,20794,Public Elementary,PreK-5,Public,c3784e90-1947-4a61-a8e9-1664d984a6b2,1378158.00288601,538603.532296672
684,Harford,John Archer Special Education,100 Thomas Run Road,Bel Air,21015,Public Special Education,PreK-12,Public,d5234248-7983-486d-a68c-71bf75c96447,1513293.60695809,689819.421137258
685,Baltimore City,Dorothy I. Height Elementary School # 061,2011 Linden Avenue,Baltimore,21217,Public Elementary,PreK-5,Public,640f492e-ff07-407b-812e-36e6c6272b9a,1416375.37428576,599331.248111337
686,Prince George's,John H. Bayne Elementary School,7010 Walker Mill Road,Capitol Heights,20743,Public Elementary,PreK-5,Public,6b17d881-e5ea-49bd-aa05-5bb3e179d1e3,1345072.90271775,439109.467833757
687,Charles,John Hanson Middle School,3165 John Hanson Drive,Waldorf,20601,Public Middle,6-8,Public,dc354dc7-51dd-46fa-b76b-ea3df8b4fc3b,1344279.75010459,348744.140690759
688,Prince George's,John Hanson Montessori School,6360 Oxon Hill Road,Oxon Hill,20745,Public PreK-8,PreK-8,Public,bbfcc43d-ccc1-4682-a1f6-3ea8c8b008c8,1314374.64915375,413717.092765585
689,Allegany,John Humbird Elementary School,120 Mary Street,Cumberland,21502,Public Elementary,PreK-5,Public,040fb568-e472-4ebc-8bc5-ada7377d3fa7,814975.45864968,718249.306534588
690,Baltimore City,John Ruhrah Elementary/Middle School #228,701 South Rappolla Street,Baltimore,21224,Public PreK-8,PreK-8,Public,05e898e8-a560-4102-a08f-81fa14ab3b60,1439050.07303075,589452.565769002
691,Baltimore,Johnnycake Elementary School,5910 Craigmont Road,Baltimore,21228,Public Elementary,PreK-5,Public,8537a8b7-5a64-478e-973f-034a52339601,1387123.39932525,592206.956585675
692,Baltimore City,Johnston Square Elementary School # 016,1101 Valley Street,Baltimore,21202,Public Elementary,PreK-5,Public,53b48d58-e291-4f06-b7b7-df810d9f4d3b,1424284.05958384,596398.265460253
693,Anne Arundel,Jones Elementary School,122 Hoyle Lane,Severna Park,21146,Public Elementary,K-5,Public,415f3f01-988e-490c-be77-687db1503130,1444078.28508717,507071.106188416
694,Montgomery,Jones Lane Elementary School,15110 Jones Lane,Gaithersburg,20878,Public Elementary,K-5,Public,18bf0ab6-7d82-4706-84a7-7d7cba436c61,1236627.29283775,523484.689502925
695,Baltimore,Joppa View Elementary School,8727 Honeygo Boulevard,Perry Hall,21128,Public Elementary,PreK-5,Public,9794e953-cef3-40bd-862b-9fec3fc38cee,1466187.6283356,626977.589144006
696,Harford,Joppatowne Elementary School,407 Trimble Road,Joppa,21085,Public Elementary,PreK-5,Public,28ef8027-b22b-45a8-8497-1b3ec4a27f99,1492415.66216551,639832.434169173
697,Harford,Joppatowne High School,555 Joppa Farm Road,Joppa,21085,Public High,9-12,Public,8be17793-d1d1-4223-9b40-3e03d8ca24f0,1495432.03999101,637054.399370924
698,Prince George's,"Judge Sylvania W. Woods, Sr. Elementary School",3000 Church Street,Glenarden,20706,Public Elementary,PreK-6,Public,b71945e6-3f94-4404-9697-82373ced18d0,1348607.84249826,461039.519774094
699,Prince George's,Judith P. Hoyer Montessori School,929 Hill Road,Landover,20785,Public PreK-8,PreK-7,Public,4f53ce37-6324-4d8a-a340-da900bd51fde,1344202.56751618,450513.917137668
700,Dorchester,Judy Hoyer Center,1405 Glasgow Road,Cambridge,21613,Public Elementary,PreK,Public,952113f4-cef0-49ae-a96d-02b2e468cc1f,1572907.92112817,333838.245633841
701,Montgomery,Kemp Mill Elementary School,411 Sisson Street,Silver Spring,20902,Public Elementary,PreK-5,Public,db97250a-1806-4f90-8ec2-63c92ffc243b,1307522.64809401,501728.138856009
702,Frederick,Kemptown Elementary School,3456 Kemptown Church Road,Monrovia,21770,Public Elementary,K-5,Public,245e219f-fe3e-430f-b369-3dc1b4090921,1245471.44280034,607224.553847
703,Prince George's,Kenilworth Elementary School,12520 Kembridge Drive,Bowie,20715,Public Elementary,K-5,Public,8d21a0cc-258c-4740-85fd-361f3a1d398a,1387830.88052183,470843.40370959
704,Prince George's,Kenmoor Early Childhood Center,3211 82nd Avenue,Landover,20785,Public Special Education,PreK,Public,61093311-089a-4ea8-80eb-d2b1a5db4754,1350102.28275084,459196.38828975
705,Prince George's,Kenmoor Middle School,2500 Kenmoor Drive,Landover,20785,Public Middle,6-8,Public,10892c76-dcfb-4a32-b484-3af56c64b363,1349955.99006443,458278.225427926
706,Cecil,Kenmore Elementary School,2475 Singerly Road,Elkton,21921,Public Elementary,K-5,Public,3dc47cbc-a11f-4051-9284-5fd73e2ec917,1633404.81489792,732643.151106417
707,Queen Anne's,Kennard Elementary School,420 Little Kidwell Avenue,Centreville,21617,Public Elementary,3-5,Public,1a60dbec-34ce-4802-b2e1-e14058f8529d,1578207.99582984,500783.321519926
708,Montgomery,Kennedy (John F.) High School,1901 Randolph Road,Silver Spring,20902,Public High,9-12,Public,939b3f68-6d2a-40f8-8eea-18d7eb25a2f3,1301361.83626868,509779.167701423
709,Montgomery,Kensington-Parkwood Elementary School,4710 Saul Road,Kensington,20895,Public Elementary,K-5,Public,17da09f6-bdfd-46a4-b404-5ecebfeec371,1285276.64501393,493552.885849595
710,Kent,Kent County High School,25301 Lambs Meadow Road,Worton,21678,Public High,9-12,Public,a9efab22-bcf7-415e-b97e-d7532f987c80,1569431.70465542,590770.774090588
711,Kent,Kent County Middle School,400 Campus Avenue,Chestertown,21620,Public Middle,6-8,Public,be4b7a0b-495b-405b-b6da-f75979b7228c,1578119.68137392,566261.252571672
712,Queen Anne's,Kent Island Elementary School,110 Elementary Way,Stevensville,21666,Public Elementary,PreK-2,Public,2c44a900-64eb-4079-ad76-150987c1370e,1509031.46882884,478958.190957665
713,Queen Anne's,Kent Island High School,900 Love Point Road,Stevensville,21666,Public High,9-12,Public,efc60dbb-9b35-45d5-afc0-45189ffe5c4a,1508581.02287935,483073.63384226
714,Baltimore,Kenwood High School,501 Stemmers Run Road,Baltimore,21221,Public High,9-12,Public,82cfb621-ee96-44ac-886f-c38d52550704,1463865.28258659,604515.171470508
715,Prince George's,Kettering Elementary School,11000 Layton Street,Upper Marlboro,20774,Public Elementary,PreK-5,Public,c3e3009d-854f-4a7b-a922-c838e5eff687,1365230.09304634,445952.755656332
716,Prince George's,Kettering Middle School,65 Herrington Drive,Upper Marlboro,20774,Public Middle,6-8,Public,885fbce9-ff6e-49c3-9546-97f7798dc327,1366071.46013001,447255.978115499
717,Montgomery,Key (Francis S.) Middle School,910 Schindler Drive,Silver Spring,20903,Public Middle,6-8,Public,61f36822-4672-4166-ae52-271c02727a5f,1314442.98530318,495774.122220755
718,Montgomery,"King (Dr. Martin Luther, Jr.) Middle School",13737 Wisteria Drive,Germantown,20874,Public Middle,6-8,Public,0ffb9a51-f194-4036-8088-84f2db280bea,1231507.58851026,551593.614256084
719,Prince George's,Kingsford Elementary School,1401 Enterprise Road,Mitchellville,20721,Public Elementary,PreK-6,Public,abed8f29-ffc9-4dd5-afd9-2296b8fe42ed,1370111.22501634,452233.040011749
720,Montgomery,Kingsview Middle School,18909 Kingsview Road,Germantown,20874,Public Middle,6-8,Public,4dc4da5c-88fd-425e-8cec-1dab7d6958f9,1231589.94037968,546223.729982749
721,Baltimore,Kingsville Elementary School,7300 Sunshine Avenue,Kingsville,21087,Public Elementary,K-5,Public,0986d68b-de87-4cfa-bed6-68e43435df8f,1476439.89588876,652341.435397834
722,Charles,La Plata High School,6035 Radio Station Road,La Plata,20646,Public High,9-12,Public,40f8b263-aa42-4dc8-aea6-608f9aff0ebd,1326501.81256342,320296.660512343
723,Prince George's,Lake Arbor Elementary School,10205 Lake Arbor Way,Mitchellville,20721,Public Elementary,PreK-5,Public,2d475f44-4c0f-45cf-a1a4-43870cee071b,1360809.09696709,450662.698336169
724,Baltimore City,Lake Clifton Building # 040,2801 St Lo Drive,Baltimore,21213,Public Middle/High,PreK; 9-12,Public,37fffc00-412c-42e0-802f-a5204a884eb8,1429659.16267876,601542.311602592
725,Montgomery,Lake Seneca Elementary School,13600 Wanegarden Drive,Germantown,20874,Public Elementary,PreK-5,Public,c57ddc41-0a64-4473-a8a3-106d9a57cebd,1232075.38724342,552433.947549179
726,Anne Arundel,Lake Shore Elementary School,4531 Mountain Road,Pasadena,21122,Public Elementary,K-5,Public,1d673d5b-6305-4519-8ff4-b9288b5f7f68,1456153.37904717,524658.178297669
727,Baltimore City,Lakeland Elementary/Middle School # 012,2921 Stranden Road,Baltimore,21230,Public PreK-8,PreK-8,Public,5ab6febc-8a16-4b21-84cb-555964cbbd67,1412857.0164931,578180.750714257
728,Montgomery,Lakelands Park Middle School,1200 Main Street,Gaithersburg,20878,Public Middle,6-8,Public,6005c41b-55f5-456f-a2e7-f909ef0b5c2c,1245989.67732817,527879.955318674
729,Baltimore City,Lakewood Early Learning Center # 086,2625 Federal Street,Baltimore,21213,Public Elementary,PreK,Public,6edb1ce1-86c8-4f01-88b4-b40a9628fcda,1430915.16607226,598338.828836337
730,Montgomery,Lakewood Elementary School,2534 Lindley Terrace,Rockville,20850,Public Elementary,K-5,Public,6ce75deb-b389-4744-bde3-e4de37abd11e,1257377.05415967,517496.022346422
731,Prince George's,Lamont Elementary School,7101 Good Luck Road,New Carrollton,20784,Public Elementary,PreK-5,Public,bfb05023-6a75-41ff-bcb9-f8f9fe6d1e1f,1345486.497363,476274.862991005
732,Prince George's,Langley Park-McCormick Elementary School,8201 15th Avenue,Hyattsville,20783,Public Elementary,PreK-6,Public,549e7a04-c119-4065-aff1-9a30dd14aa0c,1317707.49747492,483346.639857918
733,Baltimore,Lansdowne Elementary School,2301 Alma Road,Baltimore,21227,Public Elementary,PreK-5,Public,d9da6fe6-1ce7-4bcb-a1e3-0611bdd78662,1409377.52509251,576305.272181749
734,Baltimore,Lansdowne High School,3800 Hollins Ferry Road,Baltimore,21227,Public High,9-12,Public,f785939c-9b6f-49cb-bc20-1a83347d76ef,1411264.07971834,574929.080708429
735,Baltimore,Lansdowne Middle School,2400 Lansdowne Road,Baltimore,21227,Public Middle,6-8,Public,0bc4c333-94e5-45ed-a226-177f5090f05d,1410871.90694626,576806.52380392
736,Prince George's,Largo High School,505 Largo Road,Upper Marlboro,20774,Public High,9-12,Public,00cfb815-2b01-4a14-8dc5-a21158603cd2,1363629.81967209,444380.956634596
737,Prince George's,Laurel Elementary School,516 Montgomery Street,Laurel,20707,Public Elementary,PreK-5,Public,2a686408-78a5-4c31-b9b5-0a59c5bdd567,1354077.69901259,524107.271591082
738,Prince George's,Laurel High School,8000 Cherry Lane,Laurel,20707,Public High,9-12,Public,42f0692e-f9e7-40e8-bc06-31c86bd319f8,1349808.52251159,519973.448822007
739,Howard,Laurel Woods Elementary School,9250 North Laurel Road,Laurel,20723,Public Elementary,PreK-5,Public,003cdb11-c001-4c9e-9cbd-a9c8fd3a9034,1357150.48912685,528465.671338841
740,Montgomery,Laytonsville Elementary School,21401 Laytonsville Road,Gaithersburg,20882,Public Elementary,K-5,Public,6fba968c-b9c3-491f-ab99-3ee40aca9010,1272401.96538275,561049.535632923
741,Montgomery,Lee (Col. E. Brooke) Middle School,11800 Monticello Avenue,Silver Spring,20902,Public Middle,6-8,Public,2fb88347-8846-43e8-b25f-9348c73c99ec,1303664.92451026,503705.219875589
742,Cecil,Leeds Elementary School,615 Deaver Road,Elkton,21921,Public Elementary,PreK-5,Public,f09a4591-9a9e-4809-a09a-5861eba2e6f9,1624215.49797475,723057.71161592
743,Baltimore City,Leith Walk Elementary/Middle School # 245,1235 Sherwood Avenue,Baltimore,21239,Public PreK-8,PreK-8,Public,bd037781-b8db-4102-84c7-8a2307835044,1427907.78199518,618950.394568503
744,St. Mary's,Leonardtown Elementary School,22885 Duke Street,Leonardtown,20650,Public Elementary,PreK-5,Public,3e7b4410-52c9-4215-ac76-57c258464879,1415876.09050742,229371.921102345
745,St. Mary's,Leonardtown High School,23995 Point Lookout Road,Leonardtown,20650,Public High,9-12,Public,45b8a568-e53b-412f-8428-fe84ab6bbc08,1424016.50106384,219952.867105842
746,St. Mary's,Leonardtown Middle School,24015 Point Lookout Road,Leonardtown,20650,Public Middle,6-8,Public,e3e7cdde-3426-45fd-9fe6-80a79c0e4796,1423629.10780975,221322.008396417
747,St. Mary's,Lettie Marshall Dent Elementary School,37840 New Market Turner Road,Mechanicsville,20659,Public Elementary,PreK-5,Public,9161898d-bd9b-4da7-aaa4-1b67cf19d9c1,1378675.05434534,294455.461538672
748,Prince George's,Lewisdale Elementary School,2400 Banning Place,Hyattsville,20783,Public Elementary,PreK-5,Public,5019a535-9e24-4206-8286-f6c7bdd30f5d,1321368.13385442,476526.283419922
749,Frederick,Lewistown Elementary School,11119 Hessong Bridge Road,Thurmont,21788,Public Elementary,K-5,Public,4d8f994c-5be9-4e0b-b820-3b10f2042a75,1195163.72451834,682320.828522921
750,St. Mary's,Lexington Park Elementary School,46763 Shangri-La Drive,Lexington Park,20653,Public Elementary,PreK-5,Public,6a275a12-5e41-4597-9853-d06dda5fcdca,1468058.07144509,216182.988818839
751,Frederick,Liberty Elementary School,11820 Liberty Road,Libertytown,21762,Public Elementary,PreK-5,Public,2965effd-7cde-4c55-b340-c421c51ad68b,1240961.97773792,661760.02056326
752,Carroll,Liberty High School,5855 Bartholow Road,Sykesville,21784,Public High,9-12,Public,1ebad54c-6fec-461c-822a-c3dd21e3b84f,1325675.23317984,636114.243114755
753,Baltimore City,Liberty Elementary School # 064,3901 Maine Avenue,Baltimore,21207,Public Elementary,PreK-5,Public,3cb04a5c-79d9-42be-b18c-5a4b8eb4dac6,1402033.67167,604493.960883006
754,Howard,Lime Kiln Middle School,11650 Scaggsville Road,Fulton,20759,Public Middle,6-8,Public,b30e93d3-579c-495f-bdbd-228e77f2e822,1336220.91714093,541821.691214666
755,Frederick,Lincoln Elementary School,200 Madison Street,Frederick,21701,Public Elementary,PreK-5,Public,ca64b07e-4c3e-4778-972a-f90b41ea50e7,1195106.28270409,634441.603087336
756,Frederick,Lincoln Elementary School - A,250 Madison Street,Frederick,21701,Public Elementary,PreK-5,Public,fb7748e3-b5ec-4097-b282-fe6fea940a0a,1194748.51964009,634901.441078424
757,Washington,Lincolnshire Elementary School,17545 Lincolnshire Road,Hagerstown,21740,Public Elementary,PreK-5,Public,7c90bce3-752c-4b37-a5d5-cb8c329bb71d,1098510.15765525,711547.771053165
758,Anne Arundel,Lindale Middle School,415 Andover Road,Linthicum,21090,Public Middle,6-8,Public,326236dc-f3f2-45d6-a02e-0f0b63522d35,1408149.62433308,557138.049361423
759,Frederick,Linganore High School,12013 Old Annapolis Road,Frederick,21701,Public High,9-12,Public,5b00483e-ada4-46bf-9b56-69b979f0a545,1242477.58067784,643350.764074758
760,Anne Arundel,Linthicum Elementary School,101 School Lane,Linthicum,21090,Public Elementary,K-5,Public,80392eb4-1936-4955-98da-815a62cd3bc0,1410648.81388851,559502.179147586
761,Carroll,Linton Springs Elementary School,375 Ronsdale Road,Sykesville,21784,Public Elementary,PreK-5,Public,19fb62cd-1d6e-4d14-bec0-c6d316616924,1315971.22830968,639722.213589087
762,Howard,Lisbon Elementary School,15901 Frederick Road,Woodbine,21797,Public Elementary,K-5,Public,1cc72089-e1e0-4c18-b810-02e92f127ddf,1292794.04730192,607164.175358832
763,Montgomery,Little Bennett Elementary School,23930 Burdette Forest Road,Clarksburg,20871,Public Elementary,K-5,Public,0ebfa3e2-afa3-41ba-a93a-76bed09f1982,1234186.93026443,575562.167696834
764,Baltimore,Loch Raven High School,1212 Cowpens Avenue,Baltimore,21286,Public High,9-12,Public,9e34a627-a2c2-4af5-bc6b-d5cff1b3a0b0,1435593.91032368,633341.747347429
765,Baltimore,Loch Raven Technical Academy,8101 Lasalle Road,Baltimore,21286,Public Middle,6-8,Public,0712b816-14bb-41e1-a816-170b5c849dde,1431416.08337751,627149.007108256
766,Caroline,Lockerman Middle School,410 Lockerman Street,Denton,21629,Public Middle,6-8,Public,debd98b3-e860-4631-ba07-0b532c816065,1646040.01206842,447827.350660428
767,Baltimore City,Lockerman-Bundy Elementary School # 261,301 North Pulaski Street,Baltimore,21223,Public Elementary,PreK-5/ELC,Public,3df34d3e-2b72-4f2e-846b-d718f02b4480,1411349.17764525,592298.679171249
768,Baltimore,Logan Elementary School,7601 Dunmanway,Baltimore,21222,Public Elementary,PreK-5,Public,19181964-eb92-49e3-9272-65451380f403,1450995.75222334,579766.597280085
769,Montgomery,Loiederman (A. Mario) Middle School,12701 Goodhill Road,Silver Spring,20906,Public Middle,6-8,Public,62e7d5e1-571e-4cf8-8613-e42f4e37d2de,1292383.65343767,509388.150438845
770,Baltimore City,Lois T. Murray Special Education Elementary/Middle School # 313,1600 East Arlington Avenue,Baltimore,21239,Public Special Education,PreK-8,Public,bd53b2c1-13b6-4bf9-8f44-00dadfbdcb5b,1428987.05903609,612178.365789756
771,Baltimore City,Lombard Middle School/High School Building # 057,1601 East Lombard Street,Baltimore,21231,Public Middle/High,6-12,Public,42a46535-6fbb-41f3-8569-600fa61f2035,1426680.97473751,591514.347406596
772,Howard,Long Reach High School,6101 Old Dobbin Lane,Columbia,21045,Public High,9-12,Public,f57e9a32-ca8b-4fd8-b247-7428a34eabeb,1365834.42976417,560606.912174344
773,Howard,Longfellow Elementary School,5470 Hesperus Drive,Columbia,21044,Public Elementary,PreK-5,Public,77b27e0c-0eb0-4940-a17e-7aa70d9f7b3f,1345890.83579317,568115.207525179
774,Prince George's,Longfields Elementary School,3300 Newkirk Avenue,Forestville,20747,Public Elementary,PreK-6,Public,b77bce87-6845-4957-b33b-5dcfd87f7af2,1346389.10251318,429091.403552338
775,Anne Arundel,Lothian Elementary School,5175 Solomons Island Road,Lothian,20711,Public Elementary,PreK-5,Public,16aaa778-ff8f-4b89-996c-2d0af80f517e,1422518.62610684,422657.095554844
776,St. Mary's,Loveville Building (part of Benjamin Banneker Elementary School),27110 Point Lookout Road,Loveville,20656,Public Elementary,PreK-5,Public,008d4df8-1ad1-4976-a6d4-dbd52ce2b91b,1405610.35743001,241379.128387094
777,Baltimore,Lutherville Laboratory,1700 North York Road,Lutherville,21093,Public Elementary,K-5,Public,5bec70d8-b3f0-49a1-9a93-5e616fb24475,1419381.36204018,641315.857383415
778,Montgomery,Luxmanor Elementary School,6201 Tilden Lane,Rockville,20852,Public Elementary,K-5,Public,7dbbc8b6-6154-4ece-aeea-b124ce25c0c7,1276233.35798243,501940.019665837
779,Baltimore City,Lyndhurst Elementary School # 088,621 Wildwood Parkway,Baltimore,21229,Public Elementary,PreK-6,Public,a421e66f-05a6-46b3-935f-ce83581f2c33,1401885.80746442,593173.40576826
780,Anne Arundel,MacArthur Middle School,3500 Rockenbach Road,Fort Meade,20755,Public Middle,6-8,Public,2f256b01-4b66-4362-a6ed-c91750ccaf8e,1384408.42312792,528287.377732173
781,Dorchester,Mace's Lane Middle School,1101 Mace's Lane,Cambridge,21613,Public Middle,6-8,Public,3d2ab17f-1230-4ee8-a4cf-058169e7278a,1571209.11579876,326173.564769
782,Harford,Magnolia Elementary School,901 Trimble Road,Joppa,21085,Public Elementary,PreK-5,Public,92122acc-e115-4dc7-8ce8-4c5fc982d819,1501297.43081926,635986.809314504
783,Prince George's,Magnolia Elementary School,8400 Nightingale Drive,Lanham,20706,Public Elementary,PreK-6,Public,30fb33dd-cbe4-4919-a3cb-c2ec7e5b90c6,1351443.02514809,479870.158621922
784,Harford,Magnolia Middle School,299 Ft. Hoyle Road,Joppa,21085,Public Middle,6-8,Public,0f264518-3f17-488e-a9b6-bc93a83e5e47,1501579.08806434,634899.425662503
785,Anne Arundel,Magothy River Middle School,241 Peninsula Farm Road,Arnold,21012,Public Middle,6-8,Public,34ee938d-ac94-43d8-9a9c-64dc4410e4fe,1450264.3668751,507460.868204176
786,Montgomery,Magruder (Col. Zadok) High School,5939 Muncaster Mill Road,Rockville,20855,Public High,9-12,Public,a101bd21-b4ae-4162-9e56-884747f71c12,1278938.64325425,533689.135629416
787,Baltimore,Maiden Choice School,4901 Shelbourne Road,Baltimore,21227,Public Special Education,Sp. Ed.,Public,8eaba94b-4480-49e8-9092-38f126e16722,1398663.72795059,579965.727459252
788,Charles,Malcolm Elementary School,14760 Poplar Hill Road,Waldorf,20601,Public Elementary,PreK-5,Public,bb886a7e-365e-4dcf-8997-33426ffd606b,1370153.27217634,346170.000825927
789,Carroll,Manchester Elementary School,3224 York Street,Manchester,21102,Public Elementary,PreK-5,Public,51c1f24c-4d0e-44e0-8fc3-88d3547306c2,1345026.95628734,727139.396365926
790,Carroll,Manchester Valley High School,3300 Maple Grove Road,Manchester,21102,Public High,9-12,Public,095e2930-a2a0-44d1-90f9-01a34b720a54,1346489.46976651,723838.011564508
791,Anne Arundel,Manor View Elementary School,2900 Macarthur Road,Fort Meade,20755,Public Elementary,1-5,Public,f7a95639-9481-42f9-8618-953d358b55e0,1385908.046441,526494.143785834
792,Howard,Manor Woods Elementary School,11575 Frederick Road,Ellicott City,21042,Public Elementary,K-5,Public,9eca2a87-771b-4011-a703-8663c5621fbe,1336732.20351993,591235.948685169
793,Dorchester,Maple Elementary School,5225 Egypt Road,Cambridge,21613,Public Special Education,PreK-8,Public,13d04360-91c1-4ccb-9793-1640f5017d9a,1571469.98437151,319668.622726426
794,Wicomico,Mardela Middle/High School,24940 Delmar Road,Mardela,21837,Public Middle/High,6-12,Public,b62adb8c-7af6-47e6-86f4-647773f16ce1,1671043.95090559,293307.680369675
795,Baltimore City,Maree G. Farring Elementary/Middle School # 203,300 Pontiac Avenue,Baltimore,21225,Public PreK-8,PreK-8,Public,92ea333a-0956-44b2-ac30-6d62e02924e9,1423773.02222009,572027.354228422
796,St. Mary's,Margaret Brent Middle School,29675 Point Lookout Road,Mechanicsville,20659,Public Middle,6-8,Public,93e9398d-3c7a-40fa-bd2e-3bdf33768e25,1393343.33504809,259508.354923844
797,Baltimore City,Margaret Brent Elementary/Middle School # 053,100 East 26th Street,Baltimore,21218,Public PreK-8,PreK-8,Public,bb5b5bd1-793e-4847-8c5c-d6cf1098bc55,1421217.64609726,602271.831797093
798,Prince George's,Margaret Brent Regional School,5816 Lamont Terrace,New Carrollton,20784,Public Special Education,K-12,Public,1d0e810b-336f-4fc9-8784-3761e1a201a4,1345769.74187526,472479.080556333
799,Somerset,Marion Sarah Peyton School,28573 Hudson Corner Road,Marion,21838,Public Alternate,K-12,Public,adb85588-76c0-41ef-8d01-a0ca4e338541,1668244.6021736,138159.392897844
800,Anne Arundel,Marley Elementary School,715 Cooper Road,Glen Burnie,21060,Public Elementary,PreK-5,Public,d60b1063-4780-46a9-8945-5e0de934d7c0,1426909.62716734,538284.304916754
801,Anne Arundel,Marley Glen Special Education,200 Scott Avenue,Glen Burnie,21060,Public Special Education,PreK-12,Public,6e9cf533-546d-4161-9abc-0ef5c0bf8607,1426769.53230317,537995.329444841
